	Testis_sex1	Adrenal_Gland_sex1	Brain_Spinal_cord_cervical_c_1_sex1	Brain_Amygdala_sex1	Brain_Anterior_cingulate_cortex_BA24_sex1	Brain_Caudate_basal_ganglia_sex1	Brain_Cortex_sex1	Brain_Frontal_Cortex_BA9_sex1	Brain_Hippocampus_sex1	Brain_Hypothalamus_sex1	Brain_Nucleus_accumbens_basal_ganglia_sex1	Brain_Putamen_basal_ganglia_sex1	Brain_Substantia_nigra_sex1	Brain_Cerebellar_Hemisphere_sex1	Brain_Cerebellum_sex1	Pituitary_sex1	Kidney_Cortex_sex1	Liver_sex1	Thyroid_sex1	Spleen_sex1	Whole_Blood_sex1	Esophagus_Mucosa_sex1	Skin_Not_Sun_Exposed_Suprapubic_sex1	Skin_Sun_Exposed_Lower_leg_sex1	Heart_Atrial_Appendage_sex1	Heart_Left_Ventricle_sex1	Muscle_Skeletal_sex1	Lung_sex1	Nerve_Tibial_sex1	Pancreas_sex1	Minor_Salivary_Gland_sex1	Adipose_Subcutaneous_sex1	Adipose_Visceral_Omentum_sex1	Breast_Mammary_Tissue_sex1	Colon_Transverse_sex1	Small_Intestine_Terminal_Ileum_sex1	Stomach_sex1	Artery_Aorta_sex1	Artery_Tibial_sex1	Artery_Coronary_sex1	Colon_Sigmoid_sex1	Esophagus_Muscularis_sex1	Esophagus_Gastroesophageal_Junction_sex1	Prostate_sex1
ENST00000382064.6	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	0.769560954	6.383177143	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	0.46040528	-0.190448771	-0.190448771	-0.190448771	-0.190448771	0.004807445	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771	-0.190448771
ENST00000392002.6	0.216390432	-0.666667786	-0.632704009	-0.119473591	-0.270423714	1.61645282	-0.334577516	-0.319482504	-0.481753886	1.0390686	2.98255143	1.601357808	-0.436468849	-0.791201638	-0.828939168	0.156010383	-0.127021098	-0.840260427	-0.183627394	0.10317784	4.435446362	-0.266649961	0.661693294	0.133367864	-0.300613739	-0.636477762	-0.961020526	-0.108152332	0.205069172	-0.617608996	-0.670441539	-0.481753886	-0.198722406	-0.308161245	-0.444016355	-0.542133935	-0.681762799	-0.010034752	-0.130794851	-0.255328702	-0.002487246	-0.391183812	-0.22891243	0.118272852
ENST00000393414.6	-0.188851578	-0.150819667	-0.18804667	-0.188650351	-0.188650351	-0.189052805	-0.189455259	-0.189052805	-0.189254032	-0.187241762	-0.188449124	-0.187644216	-0.188247897	-0.191668757	-0.191668757	-0.187845443	-0.148203716	-0.133111688	-0.184424583	0.326289647	6.458482501	-0.004930063	-0.0357178	-0.04859633	-0.179393907	-0.183820902	-0.187040535	-0.06429204	-0.182412313	-0.180400042	-0.164100652	-0.169332555	-0.119428249	-0.179997588	-0.10916567	-0.170137463	-0.128282239	-0.165308014	-0.178790226	-0.170942372	-0.166112923	-0.181204951	-0.183015994	-0.182009859
ENST00000393847.5	-0.11260306	-0.220914613	-0.125063681	-0.203661445	-0.218997594	-0.202702936	-0.223790141	-0.229541197	-0.187366787	-0.199827408	-0.214205048	-0.194076352	-0.156694489	-0.243918837	-0.241043309	-0.227624178	-0.181615731	-0.173947657	-0.165321073	0.810441411	6.388965629	-0.204619955	-0.21132952	-0.218039085	-0.172989147	-0.171072129	-0.242960327	0.176866753	-0.191200824	-0.22570716	-0.193117843	-0.128897719	-0.103976476	-0.172989147	-0.121229644	0.151945511	-0.19695188	-0.192159334	-0.210371011	-0.119312626	-0.176823184	-0.180657222	-0.172030638	-0.198868899
ENST00000395754.4	0.606768699	-0.319654173	0.045300292	-0.319654173	-0.319654173	-0.319654173	-0.319654173	-0.319654173	-0.319654173	0.326034495	-0.319654173	-0.319654173	0.045300292	-0.319654173	-0.319654173	-0.319654173	-0.010846549	-0.319654173	-0.319654173	2.094659977	5.800351462	-0.319654173	-0.319654173	-0.319654173	0.157593973	-0.319654173	-0.319654173	0.887502902	-0.319654173	-0.319654173	-0.319654173	-0.319654173	-0.319654173	-0.319654173	-0.319654173	0.550621858	-0.319654173	-0.319654173	-0.319654173	0.045300292	-0.319654173	-0.319654173	-0.319654173	-0.319654173
ENST00000396112.6	-0.35900015	-0.124869617	0.468261065	-0.062434809	-0.35900015	-0.109260915	-0.35900015	-0.35900015	-0.124869617	-0.062434809	-0.187304426	-0.156087022	0.14047832	-0.35900015	-0.35900015	-0.35900015	-0.35900015	-0.14047832	-0.35900015	2.65347937	5.7283937	-0.202913128	-0.093652213	-0.124869617	-0.35900015	-0.35900015	-0.35900015	0.312174044	-0.093652213	-0.35900015	-0.35900015	-0.14047832	-0.124869617	-0.35900015	-0.171695724	-0.015608702	-0.35900015	-0.156087022	-0.171695724	-0.031217404	-0.35900015	-0.35900015	-0.35900015	-0.187304426
ENST00000398632.3	-0.280501836	-0.294363113	-0.211195453	-0.286046347	-0.327630177	-0.324857922	-0.310996645	-0.335946943	-0.283274092	-0.27218507	-0.322085667	-0.294363113	-0.250007028	-0.39139205	-0.39139205	-0.283274092	-0.116938771	-0.197334176	-0.180700644	1.258099881	6.256476271	0.099297146	-0.164067112	-0.119711026	0.107613912	-0.008820812	-0.269412815	0.296127276	-0.064265919	-0.319313411	-0.175156133	0.085435869	0.021673996	-0.0282266	-0.205650942	-0.000504046	-0.158522601	-0.250007028	-0.227828985	-0.133572303	-0.183472899	-0.119711026	-0.116938771	-0.225056729
ENST00000398989.2	-0.091068872	0.240776293	-0.342718123	-0.273583713	-0.320595112	-0.26805296	-0.292941348	-0.162968658	-0.174030163	-0.273583713	-0.320595112	-0.312298982	-0.251460702	-0.049588226	-0.063415108	-0.151907152	-0.110426507	-0.099365001	-0.215510809	0.749605547	6.357788842	-0.035761345	-0.074476614	-0.168499411	-0.248695326	-0.20721468	-0.229337691	0.166111131	-0.33718737	-0.165734034	-0.044057474	-0.345483499	-0.254226078	-0.339952746	-0.154672529	0.207591777	-0.182326293	0.016780807	-0.265287584	-0.138080271	-0.209980056	-0.196153174	-0.209980056	-0.157437905
ENST00000399286.2	0.630497743	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	0.554388276	-0.244761127	0.630497743	6.262598296	-0.244761127	-0.244761127	-0.244761127	0.135786208	0.211895675	-0.244761127	0.630497743	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127	-0.244761127
ENST00000401743.6	-0.465281872	0.876877521	-0.06024361	-0.283073162	-0.403096881	-0.337735775	-0.448063985	-0.413461046	-0.345258153	-0.292601507	-0.367992451	-0.345759645	-0.160709147	-0.451072936	-0.474810218	-0.231920991	-0.305473132	2.462427633	-0.34977158	0.235135098	5.622829364	-0.422320736	-0.44405205	-0.422153572	-0.19380761	-0.351777547	-0.444720706	0.293809647	-0.145998719	-0.369998418	0.502095934	0.075159194	0.433725877	-0.174082263	-0.198153873	-0.253652306	-0.318679084	0.162753106	-0.266858258	0.259541036	-0.238941878	-0.270368701	-0.294440311	-0.378022288
ENST00000403362.5	-0.00997447	0.309208576	-0.369055397	0.269310695	0.149617053	0.369055397	-0.289259636	-0.189514934	0.488749039	0.369055397	0.568544801	0.389004338	0.349106457	-0.748085264	-0.748085264	-0.748085264	0.369055397	0.987472549	-0.289259636	-0.189514934	5.795167182	0.847829966	-0.209463874	0.129668113	-0.169565993	0.468800099	-0.309208576	-0.329157516	-0.428902218	-0.089770232	-0.468800099	-0.428902218	-0.488749039	-0.408953278	-0.52864692	-0.488749039	-0.229412814	-0.748085264	-0.428902218	-0.548595861	-0.748085264	-0.448851159	-0.52864692	-0.249361755
ENST00000404054.3	0.206898724	-0.281488821	0.701798103	-0.353118995	-0.372654497	-0.22939415	-0.333583493	-0.379166331	-0.320559825	-0.268465154	-0.340095327	-0.26195332	-0.086133803	-0.307536157	-0.288000655	-0.235905984	-0.26195332	0.304576233	-0.320559825	1.105531807	6.165226775	0.447836579	-0.099157471	-0.118692973	-0.235905984	-0.183811312	-0.398701832	0.285040731	-0.327071659	-0.170787645	-0.131716641	-0.255441486	-0.170787645	-0.307536157	-0.131716641	0.291552565	-0.203346814	-0.353118995	-0.424749168	-0.242417818	-0.288000655	-0.294512489	-0.307536157	-0.222882316
ENST00000409656.5	3.668301504	1.162272371	-0.536730431	-0.11197973	-0.536730431	0.2702959	-0.536730431	-0.536730431	-0.536730431	-0.536730431	-0.11197973	0.01544548	-0.536730431	-0.536730431	-0.536730431	0.05792055	-0.02702959	1.841873492	0.822471811	0.2702959	4.050577135	-0.11197973	0.01544548	0.10039562	-0.536730431	-0.536730431	-0.536730431	-0.536730431	-0.536730431	0.01544548	0.05792055	-0.536730431	-0.536730431	-0.06950466	-0.536730431	0.22782083	-0.536730431	-0.536730431	-0.536730431	-0.536730431	-0.536730431	-0.536730431	-0.536730431	0.737521671
ENST00000413268.6	-0.195502114	0.494541172	-0.718059165	-0.77835421	-0.630966323	-0.845348703	-0.523775133	-0.376387247	-0.905643748	-0.195502114	-0.691261368	-0.825250355	-0.744856963	0.159568703	-0.141906519	-0.175403766	-0.121808171	-1.20711897	0.420847229	-0.316092203	5.150658491	1.258278402	0.715623002	0.41414778	0.012180817	-0.490277886	0.40744833	2.423982593	-0.255797158	-0.208901012	-0.255797158	-0.088310924	0.012180817	-0.269196057	-0.175403766	-0.295993854	-0.222299911	0.126071456	0.172967602	-0.115108721	0.159568703	-0.061513126	0.146169805	-0.242398259
ENST00000419282.2	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.318916095	-0.176816772	-0.164975161	-0.082083889	1.61126638	5.779513197	-0.0939255	-0.176816772	-0.318916095	-0.318916095	-0.318916095	-0.318916095	0.569204676	-0.318916095	-0.318916095	-0.141291941	-0.153133551	0.071857044	-0.200499992	0.142906706	1.919148247	-0.070242279	-0.318916095	-0.318916095	-0.070242279	-0.318916095	-0.318916095	-0.318916095	-0.153133551
ENST00000420058.1	0.085509238	1.360901258	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	0.619579646	6.239275734	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.073914765	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.121741966	-0.225367567	-0.225367567	-0.225367567	-0.225367567	-0.113770765	-0.129713166	0.021739637	-0.225367567	-0.225367567	-0.225367567	-0.225367567
ENST00000424496.2	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	0.106495191	-0.242756118	1.387083323	6.101975991	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	1.212457668	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	0.339329397	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	-0.242756118	0.077390915
ENST00000425179.2	-0.306919658	0.188800655	-0.583479412	-0.484335349	-0.150376401	-0.244302355	0.141837678	0.047911724	-0.098195316	-0.280829115	-0.317355875	-0.47911724	-0.646096714	-0.092977207	-0.025141796	0.527977711	0.919335853	-0.207775595	-0.04601423	0.021821181	6.033082241	0.366216346	0.6427761	0.694957185	-0.58869752	-0.760895103	-0.651314823	0.021821181	-0.489553458	0.006166856	0.058347941	-0.08254099	-0.249520464	-0.233866138	-0.406063721	-0.526080217	-0.145158293	0.089656593	-0.124285858	-0.19212127	-0.421718046	-0.406063721	-0.379973178	-0.139940184
ENST00000430041.6	-0.195250843	-0.160012791	-0.14591757	-0.197012745	-0.218155577	-0.218155577	-0.197012745	-0.218155577	-0.197012745	-0.191727038	-0.218155577	-0.218155577	-0.175869914	-0.197012745	-0.191727038	-0.200536551	-0.188203232	-0.177631817	-0.18644133	0.731509926	6.413645817	-0.19348894	-0.191727038	-0.191727038	-0.184679427	-0.19348894	-0.218155577	0.047891716	-0.160012791	-0.195250843	-0.172346109	-0.10539381	-0.063108148	-0.154727083	-0.160012791	-0.033155804	-0.174108012	-0.135346154	-0.172346109	-0.086012882	-0.175869914	-0.177631817	-0.179393719	-0.182917525
ENST00000431419.1	2.704329962	0.697188792	-0.673359097	-0.014297817	-0.448679115	-0.119148475	-1.220080386	-1.032847068	0.300254157	-0.036765815	0.113020839	0.450040812	-0.223999133	-1.062804398	-1.242548384	-0.643401766	0.712167457	1.116591424	0.127999505	0.899400775	3.812751205	1.565951388	0.539912805	0.345190154	-0.194041802	0.539912805	-0.845613749	-0.523572442	-0.418721784	0.779571452	-0.216509801	-0.620933768	-0.044255148	-0.448679115	-0.313871126	-0.201531135	0.420083481	-1.010379069	-1.227569718	-0.673359097	-0.927996409	-0.808167086	-0.673359097	0.742124788
ENST00000433194.6	0.167890067	-0.095047916	-0.140862868	-0.103015734	-0.142854822	-0.178710002	-0.257392201	-0.240460589	-0.117955392	-0.133891027	-0.156798503	-0.09006803	-0.038277215	-0.277311745	-0.292251404	-0.244444497	-0.126919187	-0.015369739	-0.260380133	0.07426821	6.445534421	-0.169746207	-0.215561158	-0.235480703	-0.083096189	0.172869953	0.033433144	-0.186677819	-0.263368064	-0.138870913	-0.163770343	-0.229504839	-0.141858845	-0.209585295	-0.213569204	-0.238468634	-0.081104235	-0.202613455	-0.239464611	-0.162774366	-0.209585295	-0.210581272	-0.212573227	-0.173730116
ENST00000435683.6	-0.454787973	-0.351618027	-0.341587616	-0.454787973	-0.358782607	-0.393172589	-0.172503537	-0.284270979	-0.414666327	-0.202594771	-0.398904252	-0.403203	-0.363081354	0.248773743	0.493802366	2.286380182	-0.232686006	-0.348752195	0.036702187	1.486813098	5.562025975	-0.043541104	-0.082229834	-0.103723573	-0.420397991	-0.408934664	-0.100857741	0.248773743	-0.463385469	-0.103723573	0.250206659	-0.361648438	-0.228387258	-0.310063465	-0.226954342	0.427888233	-0.302898886	-0.464818385	-0.47341588	-0.353050943	-0.433294234	-0.383142177	-0.398904252	-0.202594771
ENST00000436504.2	-0.201476988	-0.159822127	-0.164820711	-0.197311502	-0.201476988	-0.198977696	-0.198977696	-0.204809377	-0.198144599	-0.195645307	-0.200643891	-0.199810794	-0.183148849	-0.214806543	-0.214806543	-0.178983363	-0.156489738	-0.132329919	-0.180649558	0.509988034	6.428310655	-0.18898053	-0.206475571	-0.204809377	-0.131496822	-0.14399328	-0.188147433	0.31670948	-0.168986197	-0.193979113	-0.177317169	-0.145659475	-0.069847628	-0.169819294	-0.171485488	-0.176484072	-0.183981946	-0.158155933	-0.187314335	-0.12316585	-0.163154516	-0.173151683	-0.168986197	-0.176484072
ENST00000437477.6	-0.334917661	0.884644581	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	0.681384207	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	2.713987945	-0.334917661	-0.334917661	-0.334917661	2.917248319	4.543331308	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	0.986274768	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661	-0.334917661
ENST00000438213.5	-0.444406413	0.254502334	-0.184791524	-0.431673257	-0.432380655	-0.373666661	-0.373666661	-0.370129673	-0.403377357	-0.401962562	-0.390644201	-0.333345002	-0.295145537	-0.399840369	-0.375788853	-0.331930207	0.800613217	0.014694576	-0.404084754	0.453988434	6.132975697	-0.146592058	-0.230064965	-0.162862201	0.076945557	0.233987806	0.671159471	0.81971295	-0.189035909	0.003376215	-0.094244642	-0.132444108	-0.178424946	-0.285241971	-0.124662735	-0.010771735	-0.098489027	0.061382812	-0.167106586	-0.119710952	-0.388522009	-0.438747232	-0.434502847	-0.375081456
ENST00000439534.5	-0.203922393	-0.203922393	-0.005083938	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.054793552	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	1.175519389	6.332891814	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	0.057053079	-0.203922393	-0.203922393	-0.203922393	-0.054793552	-0.042366148	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.203922393	-0.067220955	-0.203922393	-0.203922393	-0.203922393	-0.203922393
ENST00000442504.5	0.150486922	-0.555074712	1.398788274	-0.555074712	-0.555074712	-0.555074712	-0.555074712	-0.555074712	0.09621295	0.09621295	-0.555074712	-0.555074712	0.150486922	-0.555074712	-0.555074712	-0.555074712	-0.555074712	-0.555074712	0.150486922	1.181692387	5.415062191	-0.555074712	0.150486922	0.204760894	-0.555074712	-0.555074712	-0.555074712	0.584678697	0.856048556	-0.555074712	0.041938978	0.313308837	0.259034866	-0.555074712	0.09621295	1.344514303	-0.555074712	0.041938978	-0.555074712	0.150486922	-0.555074712	0.041938978	0.041938978	-0.555074712
ENST00000443807.1	-0.461579828	-0.240824258	-0.185635365	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.461579828	-0.22242796	-0.185635365	0.016723907	0.016723907	2.573809256	4.946931631	-0.056861283	-0.461579828	-0.461579828	-0.240824258	-0.461579828	-0.461579828	2.353053687	-0.204031663	-0.461579828	-0.075257581	0.053516502	0.237479477	-0.185635365	0.071912799	1.249275838	-0.001672391	-0.056861283	-0.277616853	0.016723907	-0.259220555	-0.461579828	-0.461579828	-0.112050176
ENST00000444090.6	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	2.721610207	5.818614926	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694	-0.203338694
ENST00000446688.5	-0.593782517	-0.123073545	-0.497974496	-0.556292422	-0.556292422	-0.452153269	-0.577120253	-0.602113649	-0.535464591	-0.593782517	-0.589616951	-0.522967893	-0.510471195	-0.781232993	-0.727080633	-0.656266009	-0.360510814	-0.381338645	-0.023099958	-0.497974496	4.204949663	-0.560457988	-0.510471195	-0.377173079	-0.048093354	-0.314689587	1.372364695	0.639225057	0.41011892	-0.218881566	-0.210550433	1.009960442	0.3018142	0.293483068	-0.373007512	-0.472981099	-0.36467638	2.942783126	1.843073668	1.489000547	-0.168894772	-0.210550433	-0.185557037	-0.352179682
ENST00000447012.7	0.493778339	-0.456313565	0.371971685	0.087756158	-0.228941144	-0.050291384	-0.228941144	-0.257362696	0.302947914	-0.038110718	-0.143676486	0.071515271	0.25016503	-0.046231162	-0.13149582	-0.273603584	-0.322326245	-0.253302474	0.075575492	0.956643626	6.20651043	-0.48879534	-0.099014046	-0.070592493	-0.379169351	-0.358868242	-0.537518001	0.217683256	-0.090893602	-0.314205802	-0.314205802	-0.2208207	-0.212700256	-0.180218482	-0.314205802	-0.204579813	-0.379169351	-0.366988685	-0.379169351	-0.346687576	-0.322326245	-0.391350016	-0.379169351	-0.253302474
ENST00000451352.3	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000451949.6	-1.15426247	-0.671358761	0.11607882	0.477168981	0.011667207	0.272696239	-0.410329729	-0.405979245	0.485869948	-0.027487148	0.707744626	0.590281561	0.098676884	0.268345755	0.0943264	0.050821562	-0.954140212	-0.3102686	-0.623503438	2.065095593	5.227897366	0.381458336	-0.371175374	-0.371175374	-0.419030696	0.103027368	-1.067252793	0.672940755	0.11607882	-0.841027632	-0.484287954	0.285747691	-0.088393922	-0.0405386	-0.127548277	0.233541884	-0.701812148	-1.032448922	-1.080304244	-0.475586987	0.011667207	-0.205856987	-0.158001664	-0.249361825
ENST00000453237.5	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	6.482493908	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672	-0.150755672
ENST00000453258.6	-0.941050803	-0.067033419	-0.102210589	-0.210448036	-0.253743015	-0.261860823	-0.451276355	-0.389039824	-0.272684568	-0.107622461	-0.348450781	-0.251037079	0.022262475	-0.394451696	-0.55410193	-0.849048973	-0.380922015	-0.997875463	-0.286214249	0.704158391	4.108226097	-0.410687313	-0.597396909	-0.602808781	-0.508101015	-0.627162207	-0.862578654	0.374034177	-0.283508313	-1.038464505	-0.600102845	-0.088680908	-0.321391419	-0.283508313	0.095322752	0.271208603	-0.326803292	0.731217752	3.496684522	1.69453103	0.682510901	0.644627795	0.823219582	0.022262475
